group_id,name,acronym,year,address,phone,fax,email,website,campus,cytema,n_lines,n_ris3,n_offer,n_projects,n_people,detail_url
95,MATERIALES MOLECULARES,MATMOL-TO,2002,"AVDA. CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 925 26 88 43,(+34) 925 268 840,PILAR.CRUZ@UCLM.ES,https://www.uclm.es/grupos/nanomateriales,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=95
96,FISIOLOGÍA Y DINÁMICA CELULAR,CELL_PHYSIOL,2002,"FACULTAD DE MEDICINA, C/ ALMANSA 14, 02006 ALBACETE",(+34) 967 599 200. EXT. 2936,(+34) 967 599 224,JUAN.LLOPIS@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=96
97,FISIOLOGÍA DEL EJERCICIO Y RENDIMIENTO DEPORTIVO,EPSP,2002,"AVDA CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 925 268 800,925268800,RICARDO.MORA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=97
98,DIVULGACION DE LA QUIMICA E INVESTIGACION EN LUMINISCENCIA Y OPTICA,COLOR,2002,"AVDA. CAMILO JOSÉ CELA, 10 E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 370,(+34) 926 295 318,JOSEANTONIO.MURILLO@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=98
99,LABORATORIO DE ONCOLOGÍA MATEMÁTICA,MOLAB,2002,"AVDA CAMILO JOSE CELA, S/N E13071 - CIUDAD REAL (ESPAÑA)",(+34) 657734679,(+34) 926295361,VICTOR.PEREZGARCIA@UCLM.ES,http://matematicas.uclm.es/molab,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=99
100,MECÁNICA DE SÓLIDOS,SOLIDMECH_UCLM,2002,"AVDA. CAMILO JOSÉ CELA, S/N E13071 - CIUDAD REAL (ESPAÑA)",(+34) 902 204 100. EXT. 3257,(+34) 926 295 391,GONZALO.RUIZ@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=100
101,"GRUPO INTERDISCIPLINAR DE ESTUDIOS SOBRE MIGRACIONES, INTERCULTURALIDAD Y CIUDADANÍA",GIEMIC,2003,"CAMPUS UNIVERSITARIO, S/N. E02071-ALBACETE. ESPAÑA",(+34) 967 599 200 EXT. 2634,(+34) 967 599 233,MARIAJOSE.AGUILAR@UCLM.ES,http://www.giemic.uclm.es,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=101
108,ENERGÍAS RENOVABLES,EERR,2002,"AVD. DE ESPAÑA, S/N E02071 - ALBACETE (ESPAÑA)",(+34) 967 599 200. EXT. 2418,(+34) 967 599 224,EMILIO.GOMEZ@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=108
109,NEUROBIOLOGÍA DEL SISTEMA AUDITIVO,NEUROHEARING,1991,"INSTITUTO DE INVESTIGACIÓN EN DISCAPACIDAES NEUROLÓGICAS-IDINE/FACULTAD DE MEDICINA DE ALBACETE, C/ALMANSA 14, 02005 ALBACETE-SPAIN",967599200,967599200,JOSEMANUEL.JUIZ@UCLM.ES,http://idine.uclm.es,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=109
111,NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,NEGYRECON,2002,"RONDA DE TOLEDO, S/N E13071 - CIUDAD REAL (ESPAÑA)",(+34) 902 204 100. EXT. 3534,(+34) 925 268 801,JUANRAMON.DEPARAMO@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=111
112,MODELIZACIÓN NUMÉRICA DE FLUIDOS BIOLÓGICOS Y GEOFÍSICOS,GEONUM,2002,"AVDA. CAMILO JOSÉ CELA, 10 E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 370,(+34) 926 295 318,HENAR.HERRERO@UCLM.ES,http://www.uclm.es/grupos/geonum,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=112
116,ESTUDIOS SOCIALES DE LA MEDICINA,GESMED,2002,"PZA. DE LA UNIVERSIDAD,2 E02071- ALBACETE (ESPAÑA)",(+34) 967 299 200,(+34) 967 599 334,JOSE.MPEREZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=116
117,INVESTIGACIÓN EN ESTUDIOS SOCIOSANITARIOS,CESS,2002,CAMINO DE POZUELO S/N E16002 - CUENCA (ESPAÑA),(+34) 902 204 100. EXT. 4683 - 4648,(+34) 969 179 178,VICENTE.MARTINEZ@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=117
119,ESTUDIOS DEL DESARROLLO DE LA COMPETENCIA MOTRIZ Y LA EXCELENCIA EN EL DEPORTE,EDECOMYEDE,2002,"AVDA. CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 902 204 100 EXT: 5531,925 268 846,NATALIA.RIOJA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=119
122,SISTEMAS CONCURRENTES Y DE TIEMPO REAL,RETICS,1996,"AVD. DE ESPAÑA, S/N E02071 - ALBACETE (ESPAÑA)",(+34) 967 599 200. EXT. 2499,(+34) 967 599 224,GREGORIO.DIAZ@UCLM.ES,http://www.i3a.uclm.es/retics/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=122
123,OBSERVATORIO PERMANENTE DE JUSTICIA CIVIL Y PENAL EUROPEA E INTERNACIONAL,OJO,2002,"COBERTIZO DE SAN PEDRO MÁRTIR, S/N. E45071 - TOLEDO (ESPAÑA)",(+34) 925 268 800 EXT. 5116,(+34) 925 268 801,NICOLAS.GONZALEZ@UCLM.ES,http://www.uclm.es/area/procesal/menú.htm,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=123
127,GESTION DE FAUNA SILVESTRE: CAZA Y CONSERVACIÓN,GEFACACO,2005,"RONDA DE TOLEDO S/N, E13005 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 450,(+34) 926 295 451,LORENZO.PEREZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=127
129,INVESTIGACIÓN DEL SECTOR SERVICIOS,GISS,2005,"RONDA DE TOLEDO, S/N. E13071 - CIUDAD REAL (ESPAÑA)",(+34) 925 268 800 EXT. 5010,(+34) 902 204 130,EVANGELINA.ARANDA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=129
130,"MICROSISTEMAS, SENSORES Y ACTUADORES",MAS,2005,"AVDA CAMILO JOSE CELA, S/N E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 300,(+34) 926 295 361,JOSELUIS.SALDAVERO@UCLM.ES,http://www.ibernam.net/miembros.php?lang=eng&cat=1,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=130
131,SISTEMAS DE INFORMACIÓN EXTERNA E INTERNA DE LAS ORGANIZACIONES: INFORMACIÓN CORPORATIVA Y PARA LA GESTIÓN,GISEIO,2005,"CAMPUS UNIVERSITARIO, S/N. E02071 - ALBACETE (ESPAÑA)","(+34) 967 599 200 EXT. 2321, 2323, 2320",(+34) 967 599 220,YOLANDA.RAMIREZ@UCLM.ES,,TALAVERA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=131
134,DESARROLLO TERRITORIAL EN CASTILLA-LA MANCHA,DETER,2005,AVDA.CAMILO JOSE CELA S/N E13071 - CIUDAD REAL (ESPAÑA),(+34) 926 295 300,(+34) 926 295 312,MCARMEN.CANIZARES@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=134
135,GRUPO DE INVESTIGACIÓN EN EDUCACIÓN Y SOCIEDAD DE CASTILLA-LA MANCHA,GIES-CLM,2005,AVDA.REAL FÁBRICA DE SEDA S/N E45600 - TALAVERA DE LA REINA (TOLEDO - ESPAÑA),(+34) 902 204 100 EXT. 5653,(+34)925721011,SONIA.MORALES@UCLM.ES,,TALAVERA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=135
140,ENSEÑANZA DEL DEPORTE Y LA ACTIVIDAD FÍSICA,EDAF,2006,"PZA. DE LA UNIVERSIDAD, 3 E02071 - ALBACETE (ESPAÑA)",(+34) 967 599 302,(+34) 967 599 229,JUANG.FERNANDEZ@UCLM.ES,http://www.uclm.es/grupos/edaf/,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=140
142,LABORATORIO DE ACÚSTICA APLICADA A LA INGENIERÍA CIVIL,LA2IC,2005,"AVDA. CAMILO JOSÉ CELA S/N, E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 417,(+34) 926 295 391,SANTIAGO.EXPOSITO@UCLM.ES,http://blog.uclm.es/santiagoexposito/grupo-de-inve,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=142
144,FLUIDOS Y PLASMAS,FYP,2006,"AVDA CAMILO JOSE CELA, S/N E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 432,(+34) 926 295 361,FRANCISCO.COBOS@UCLM.ES,,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=144
145,GEOMORFOLOGÍA Y GEOLOGÍA AMBIENTAL,GYGA,2006,"AVDA. CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 925 268 800,(+34) 925 268 840,ROSA.CARRASCO@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=145
147,LITERATURA INFANTIL Y EDUCACIÓN LITERARIA,LIEL,2006,"AVDA. DE LOS ALFARES, 44. E16071 - CUENCA (ESPAÑA)",969179100,(+34) 969 179107,ANGELLUIS.LUJAN@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=147
150,INGENIERÍA QUÍMICA Y MEDIOAMBIENTAL DE TOLEDO,INQUIME,2006,"AVDA CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 925 268 800,(+34) 925 268 840,JESUSA.RINCON@UCLM.ES,,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=150
151,INTERFACES DINÁMICAS EVOLUTIVAS,INDEVOL,2006,SANTA TERESA JORNET S/N. 16071 CUENCA (ESPAÑA),(+34) 969 179 100,(+34) 969 179 102,ANA.NAVARRETE@UCLM.ES,https://voremetur.uc3m.es/aema/,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=151
153,SEMINARIO DE ESTUDIOS DEL FRANQUISMO Y TRANSICIÓN,SEFT,2002,"CAMPUS UNIVERSITARIO, S/N E02071 - ALBACETE (ESPAÑA)",(+34) 967 599 200. EXT. 2794,(+34) 967 599 246,MANUEL.ORTIZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=153
155,CULTIVOS HERBÁCEOS Y HORTICULTURA,CH&H,2007,"C/ RONDA DE CALATRAVA, 7 E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 323,(+34) 926 295 351,FCOJAVIER.LOPEZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=155
156,GERONTOLOGIA SOCIAL Y EDUCATIVA,GESED,2006,"AVDA REAL FABRICA DE SEDAS, S/N. E45600 - TALAVERA DE LA REINA (TOLEDO - ESPAÑA)",(+34) 925 721 010,(+34) 925 721 011,JUAN.LIRIO@UCLM.ES,,TALAVERA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=156
157,NANOMAGNETISMO APLICADO,APNANO,2014,"EDIFICIO MARIE CURIE, AVDA. CAMILO JOSÉ CELA, S/N 13005",(+34) 926052325,(+34) 926 295 318,JOSEANGEL.TORO@UCLM.ES,https://blog.uclm.es/apnano/,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=157
158,RENDIMIENTO DEPORTIVO,GIRD,1999,"AVDA. CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",(+34) 925 268 800,(+34) 925 268 846,JOSEMARIA.GONZALEZ@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=158
159,INGENIERÍA QUÍMICA Y MEDIOAMBIENTAL DE LA ETS DE INGENIEROS INDUSTRIALES,IMAES,2003,"AVENIDA CAMILO JOSE CELA, 3 E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 300,(+34) 926 295 361,ANTONIO.DURAN@UCLM.ES,http://imaes.uclm.es,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=159
160,MODELOS Y ALGORITMOS PARA SISTEMAS DEL TRANSPORTE,MAT,1995,PASEO DE LA UNIVERSIDAD 4. E13071 - CIUDAD REAL (ESPAÑA),(+34) 926 295 300. EXT. 6222,(+34) 926 295 354,RICARDO.GARCIA@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=160
165,SEMINARIO DE HISTORIA SOCIAL DE LA POBLACION,SEHISP,2000,CAMPUS UNIVERSITARIO S/N E02071 - ALBACETE (ESPAÑA),(+34) 902 204100 EXT.2776,(+34) 967 599246,FRANCISCO.GGONZALEZ@UCLM.ES,http://sehisp.uclm.es/,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=165
167,MODELADO DE AMBIENTES INTELIGENTES,MAMI,2004,"PASEO DE LA UNIVERSIDAD, 4 E13071 - CIUDAD REAL (ESPAÑA)",(+34) 926 295 300,(+34) 926 295 354,RAMON.HLUCAS@UCLM.ES,http://mamilab.eu,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=167
168,DISEÑO ÓPTIMO DE EXPERIMENTOS,DOEX,2006,"AVDA CARLOS III, S/N, 45071 TOLEDO",925268800,.,RAUL.MMARTIN@UCLM.ES,https://www.uclm.es/grupos/oed,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=168
173,GENETICA HUMANA,GGH,2001,"PZA. DE LA UNIVERSIDAD, E02097 - ALBACETE (ESPAÑA)",(+34) 967 599 200. EXT. 2928,(+34) 902 204 130,JULIO.ESCRIBANO@UCLM.ES,http://idine.uclm.es/idine/index.php/unidades-de-i,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=173
174,CONSERVACIÓN DE FLORA AMENAZADA,COFA,1995,"ESCUELA TECNICA SUPERIOR DE INGENIEROS AGRONOMOS Y DE MONTES. CAMPUS UNIVERSITARIO, S/N. 02071. ALBACETE",(+34) 967 599 294,(+34) 967 599 238,JOSE.HERRANZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=174
175,"PSICOLOGIA, EDUCACION Y LECTURA",PEL,2007,"FACULTAD DE CIENCIAS DE LA EDUCACION Y HUMANIDADES. CEPLI. AVENIDA DE LOS ALFARES, 44. 16071. CUENCA",(+34) 969 179 100 EXT.4313,(+34) 969 179107,SANTIAGO.YUBERO@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=175
179,GESTION DE LAS ORGANIZACIONES E INSTALACIONES DEPORTIVAS,IGOID,2007,"FACULTAD CC. DEL DEPORTE DE TOLEDO - AVDA. CARLOS III, S/N E45071 - TOLEDO (ESPAÑA)",925268800,925268846,LEONOR.GALLARDO@UCLM.ES,http://igoid.uclm.es/,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=179
180,"GEOMORFOLOGÍA, TERRITORIO Y PAISAJE EN REGIONES VOLCÁNICAS",GEOVOL,2007,"DEPARTAMENTO DE GEOGRAFIA Y ORDENACION DEL TERRITORIO. FACULTAD DE LETRAS, A/ CAMILO JOSE CELA, S/N. 13071. CIUDAD REAL",(+34) 926 295 371,(+34) 926 195 312,RAFAELU.GOSALVEZ@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=180
181,SISTEMAS DINÁMICOS,SIDIS,2009,"DEPARTAMENTO DE MATEMÁTICAS. ESCUELA POLITÉCNICA SUPERIOR DE ALBACETE. AVDA. DE ESPAÑA, S/N. 02071 ALBACETE",(+34)967599200 EXT 2417,(+34)9679-599224,JOSE.VALVERDE@UCLM.ES,https://www.uclm.es/home/misiones/investigacion/ofertacientificotecnica/gruposinvestigacion/detallegrupo?idgrupo=181,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=181
182,"ACTIVIDAD FÍSICA Y SALUD. ESTUDIOS EN RENDIMIENTO DEPORTIVO, EN DISCAPACIDAD Y DE GÉNERO",DEPORSALUD,2008,"CAMPUS TECNOLÓGICO. AVDA. CARLOS III, S/N 45071 TOLEDO.",926051588,Email de contacto:,JAVIER.ABIAN@UCLM.ES,https://www.uclm.es/misiones/investigacion/ofertacientificotecnica/gruposinvestigacion/detallegrupo?idgrupo=182,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=182
184,BOTÁNICA AMBIENTAL Y AEROBIOLOGÍA,BAMBA,2008,"INSTITUTO DE CIENCIAS AMBIENTALES - FACULTAD DE CIENCIAS DEL MEDIO AMBIENTE - AVDA. CARLOS III, S/N - 45071 TOLEDO",925265753; 925265704,925268840,ROSA.PEREZ@UCLM.ES,,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=184
186,"BOTANICA, ETNOBIOLOGIA Y EDUCACION",BEE,1990,"FACULTAD DE EDUCACIÓN DE ALBACETE - PLAZA DE LA UNIVERSIDAD, 3 - 02071 ALBACETE",967599200 EXT: 2510,967599229,JOSEREYES.RUIZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=186
187,"DIVERSIDAD DE INVERTEBRADOS: TAXONOMÍA, ECOLOGÍA Y GESTIÓN",DITEG,2007,"FACULTAD DE CIENCIAS DEL MEDIO AMBIENTE - AVDA. CARLOS III, S/N - 45071 TOLEDO",925268800,925268840,JUANCARLOS.SANCHEZ@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=187
188,ACCIONES SOSTENIBLES EN AGRICULTURA,ASA,2003,"RONDA DE CALATRAVA, 7 - 13071 CIUDAD REAL",926295300 EXT:3795/3798,926295351,MARTAMARIA.MORENO@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=188
190,GRUPO DE INVESTIGACIÓN EN PSICOLOGÍA AMBIENTAL,GIPSAMB,2008,"FACULTAD DE HUMANIDADES DE TOLEDO. PLAZA DE PADILLA, 4. 45071 TOLEDO",925268800,925568814,MARIA.AMERIGO@UCLM.ES,,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=190
191,"AUTOMATIZACION, SIMPLIFICACION Y MINIATURIZACION DE PROCESOS ANALITICOS",ASM-PA,2008,IRICA Y FTAD. CIENCIAS Y TECNOLOGÍAS QUÍMICAS. CAMPUS UNIVERSITARIO. 14004 CIUDAD REAL,+34 926295232,+34 926295318,ANGEL.RIOS@UCLM.ES,http://orcid.org/0000-0003-1728-3097,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=191
192,ESTUDIOS SOBRE LAS SOCIEDADES ARABES Y MUSULMANAS,GRESAM,2008,"FACULTAD DE HUMANIDADES DE TOLEDO. PLAZA DE PADILLA, 4. 45071 TOLEDO",925268800 (5314),925268814,MIGUEL.HLARRAMENDI@UCLM.ES,http://gresam.humanidadestoledo.uclm.es/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=192
193,NUEVAS METODOLOGIAS EN LOS MEDIOS DE IMPRESION GRAFICA,NUMMIG,2004,"CAMINO DEL POZUELO, S/N E16071 - CUENCA (ESPAÑA)",969 179100 (4508),969179102,ENRIQUEH.MARTINEZ@UCLM.ES,,,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=193
194,MATERIALES PARA LA ENERGÍA Y LABORATORIO DE IMPRESIÓN 3D,3D-ENERMAT,2008,"INSTITUTO DE INVESTIGACION EN ENERGIAS RENOVABLES, PASEO DE LA INVESTIGACION 1. CAMPUS UNIVERSIATIO. 02071 ALBACETE",967599200 EXT:8202,967555321,JESUS.CANALES@UCLM.ES,http://www.ier.uclm.es/pilas_presentacion,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=194
196,ANALISIS DE PAISAJES NATURALES Y CULTURALES,APANA,2005,"DEPARTAMENTO DE GEOGRAFIA Y ORDENACION DEL TERRITORIO. FACULTAD DE LETRAS, AVENIDA CAMILO JOSE CELA S/N, 13071 CIUDAD REAL",926295371,926195312,JOSELUIS.GARCIA@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=196
197,RAZONAMIENTO CLINICO EN TERAPIA OCUPACIONAL,GIRTO,2007,CEU. TALAVERA DE LA REINA. AVENIDA REAL FABRICA DE SEDAS S/N 45600 TALAVERA DE LA REINA. TOLEDO,925721010 (5625),925721011,PEDRO.MORUNO@UCLM.ES,,,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=197
198,ECOLOGIA FORESTAL Y LIMNOLOGIA,ECOFOR,2001,ETSIA/CREA,967599200,967599238,JORGE.HERAS@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=198
199,ENVIRONMENTAL STRATEGY INTERDISCIPLINARY TEAM & MANAGEMENT,ENSITMA,2008,"ESCUELA SUPERIOR DE INGENIERÍA INFORMÁTICA; CAMPUS UNIVERSITARIO; AVDA. DE ESPAÑA, S/N; 02071-ALBACETE",(+34) 902204100,(+34) 902204130,VIRGINIA.BARBA@UCLM.ES,https://www.uclm.es/grupos/ensitma/,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=199
